"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"700"," T-Roc",2019,21890,"Manual",2500,"Diesel",145,50.4,2
"701"," T-Roc",2019,31000,"Automatic",5502,"Petrol",145,32.5,2
"702"," T-Roc",2019,20950,"Manual",6225,"Diesel",145,46.3,2
"703"," T-Roc",2018,18199,"Manual",15498,"Petrol",145,55.4,1
"704"," T-Roc",2018,18150,"Manual",20886,"Petrol",150,53.3,1.5
"705"," T-Roc",2019,32000,"Automatic",2128,"Petrol",145,32.5,2
"706"," T-Roc",2020,31990,"Automatic",5500,"Petrol",150,32.5,2
"707"," T-Roc",2019,28000,"Automatic",6979,"Petrol",145,34.5,2
"708"," T-Roc",2019,21380,"Manual",5448,"Diesel",145,46.3,2
"709"," T-Roc",2019,19890,"Manual",11180,"Diesel",145,50.4,1.6
"710"," T-Roc",2019,26000,"Automatic",2632,"Diesel",145,49.6,2
"711"," T-Roc",2019,26000,"Automatic",1000,"Diesel",145,49.6,2
"712"," T-Roc",2019,30850,"Automatic",1900,"Petrol",145,32.5,2
"713"," T-Roc",2019,19950,"Manual",2158,"Diesel",145,50.4,1.6
"714"," T-Roc",2020,20000,"Manual",4444,"Diesel",145,51.4,1.6
"715"," T-Roc",2019,22789,"Automatic",3577,"Other",145,49.6,2
"716"," T-Roc",2020,20990,"Manual",5000,"Other",145,44.1,1
"717"," T-Roc",2019,32649,"Automatic",5000,"Other",145,32.5,2
"718"," T-Roc",2019,22479,"Manual",3748,"Diesel",145,50.4,1.6
"719"," T-Roc",2020,26249,"Manual",5000,"Other",145,42.2,1.5
"720"," T-Roc",2019,20880,"Manual",3633,"Diesel",145,50.4,2
"721"," T-Roc",2019,20790,"Manual",8950,"Diesel",145,46.3,2
"722"," T-Roc",2019,22479,"Manual",2696,"Diesel",145,50.4,1.6
"723"," T-Roc",2019,22990,"Manual",8549,"Other",145,50.4,2
"724"," T-Roc",2019,20979,"Manual",5572,"Diesel",145,50.4,1.6
"725"," T-Roc",2019,21599,"Manual",5000,"Other",145,42.2,1.5
"726"," T-Roc",2018,20000,"Manual",16034,"Petrol",150,53.3,1.5
"727"," T-Roc",2019,21490,"Manual",3535,"Diesel",145,46.3,2
"728"," T-Roc",2018,19190,"Manual",15164,"Diesel",145,56.5,2
"729"," T-Roc",2019,21000,"Manual",7000,"Diesel",145,50.4,1.6
"730"," T-Roc",2019,19749,"Manual",10000,"Petrol",145,44.1,1
"731"," T-Roc",2019,23890,"Automatic",6417,"Petrol",145,39.8,1.5
"732"," T-Roc",2019,22000,"Manual",6481,"Diesel",145,56.5,2
"733"," T-Roc",2019,17995,"Manual",9602,"Other",145,50.4,1.6
"5597"," Passat",2016,17490,"Automatic",18151,"Diesel",145,53.3,2
"5598"," Passat",2019,19000,"Automatic",11962,"Petrol",145,40.4,1.5
"5599"," Passat",2020,34000,"Automatic",10,"Hybrid",135,42.8,1.4
"5600"," Passat",2019,24000,"Automatic",8455,"Diesel",145,40.4,2
"5601"," Passat",2018,18499,"Automatic",19392,"Petrol",145,41.5,1.5
"5602"," Passat",2017,21883,"Automatic",22613,"Hybrid",0,166,1.4
"5603"," Passat",2019,36000,"Automatic",6821,"Hybrid",135,41.5,1.4
"5604"," Passat",2006,3495,"Manual",29000,"Petrol",265,37.2,1.6
"5605"," Passat",2019,17883,"Manual",7454,"Petrol",145,46.3,1.5
"5606"," Passat",2014,7000,"Automatic",80,"Diesel",150,54.3,2
"5607"," Passat",2018,17395,"Manual",15000,"Petrol",145,51.4,1.4
"5608"," Passat",2016,14490,"Manual",35300,"Diesel",20,67.3,2
"5609"," Passat",2011,4250,"Manual",176000,"Diesel",125,60.1,2
"5610"," Passat",2017,15995,"Manual",18141,"Diesel",145,68.9,2
"5611"," Passat",2016,11495,"Manual",49575,"Diesel",20,68.9,2
"5612"," Passat",2019,25795,"Semi-Auto",209,"Diesel",145,49.6,1.6
"5613"," Passat",2013,7995,"Manual",60158,"Diesel",30,61.4,2
"5614"," Passat",2019,25985,"Manual",3626,"Petrol",145,43.5,1.5
"5615"," Passat",2018,15000,"Manual",16163,"Petrol",150,57.7,1.4
"5616"," Passat",2017,19998,"Semi-Auto",22850,"Hybrid",0,166,1.4
"5617"," Passat",2020,31790,"Semi-Auto",3500,"Diesel",145,48.7,2
"5618"," Passat",2016,9790,"Semi-Auto",67022,"Diesel",30,62.8,2
"5619"," Passat",2015,12690,"Semi-Auto",16150,"Diesel",30,62.8,2
"5620"," Passat",2015,13485,"Semi-Auto",27836,"Diesel",20,68.9,1.6
"5621"," Passat",2019,24790,"Manual",2500,"Petrol",145,43.5,1.5
"5622"," Passat",2016,18290,"Semi-Auto",18796,"Diesel",125,57.6,2
"5623"," Passat",2019,15695,"Manual",13061,"Diesel",145,55.4,2
"5624"," Passat",2019,17490,"Manual",6235,"Diesel",150,54.3,2
"5625"," Passat",2016,12985,"Manual",24240,"Diesel",20,70.6,1.6
"5626"," Passat",2015,9995,"Manual",51000,"Diesel",20,68.9,2
"5627"," Passat",2020,29290,"Semi-Auto",10,"Petrol",145,41.5,1.5
"5628"," Passat",2017,11350,"Manual",37051,"Diesel",20,70.6,1.6
"5629"," Passat",2016,10890,"Manual",62162,"Diesel",20,68.9,2
"5630"," Passat",2016,12945,"Manual",56131,"Diesel",20,68.9,2
"5631"," Passat",2019,29495,"Semi-Auto",3761,"Diesel",145,48.7,2
"5632"," Passat",2019,29999,"Semi-Auto",8453,"Diesel",150,37.2,2
"5633"," Passat",2019,31799,"Semi-Auto",4845,"Diesel",145,37.2,2
"5634"," Passat",2015,12995,"Manual",27936,"Diesel",20,68.9,1.6
"5635"," Passat",2019,17799,"Manual",12584,"Diesel",145,51.4,2
"5636"," Passat",2018,16495,"Manual",22000,"Diesel",145,68.9,2
"5637"," Passat",2016,15995,"Manual",33979,"Diesel",20,67.3,2
"5638"," Passat",2016,11590,"Semi-Auto",48502,"Diesel",30,62.8,2
"5639"," Passat",2017,19995,"Semi-Auto",27578,"Hybrid",0,166,1.4
"5640"," Passat",2016,15999,"Semi-Auto",27128,"Diesel",30,61.4,2
"5641"," Passat",2015,10500,"Manual",36117,"Diesel",20,68.9,2
"5642"," Passat",2018,16495,"Manual",22000,"Diesel",145,68.9,2
"5643"," Passat",2017,19995,"Semi-Auto",27578,"Hybrid",0,166,1.4
"5644"," Passat",2019,21995,"Semi-Auto",200,"Diesel",145,47.1,1.6
"5645"," Passat",2017,14998,"Manual",36481,"Diesel",150,68.9,2
"5646"," Passat",2019,17490,"Manual",8179,"Diesel",150,54.3,2
"5647"," Passat",2019,16990,"Manual",17365,"Diesel",145,54.3,2
"5648"," Passat",2019,17250,"Manual",10597,"Diesel",145,54.3,2
"5649"," Passat",2019,16990,"Manual",14682,"Diesel",145,54.3,2
"5650"," Passat",2019,17250,"Manual",11810,"Diesel",145,54.3,2
"5651"," Passat",2019,28798,"Semi-Auto",10,"Diesel",145,48.7,2
"5652"," Passat",2019,24498,"Semi-Auto",10,"Diesel",145,53.3,2
"5653"," Passat",2018,17498,"Semi-Auto",25900,"Petrol",145,54.3,1.4
"5654"," Passat",2019,15350,"Manual",9809,"Diesel",145,55.4,2
"5655"," Passat",2017,12498,"Manual",44231,"Diesel",145,68.9,2
"5656"," Passat",2017,12998,"Manual",59597,"Diesel",145,68.9,2
"5657"," Passat",2019,15350,"Manual",8396,"Diesel",145,55.4,2
"5658"," Passat",2019,19298,"Semi-Auto",4801,"Petrol",145,41.5,1.5
"5659"," Passat",2020,20998,"Semi-Auto",10,"Diesel",145,49.6,1.6
"5660"," Passat",2019,34498,"Semi-Auto",10,"Hybrid",135,41.5,1.4
"5661"," Passat",2015,11498,"Manual",39416,"Diesel",20,68.9,1.6
"5662"," Passat",2020,20998,"Semi-Auto",10,"Diesel",145,49.6,1.6
"5663"," Passat",2020,21998,"Semi-Auto",12,"Diesel",145,49.6,1.6
"5664"," Passat",2019,22498,"Semi-Auto",10,"Diesel",145,47.1,1.6
"5665"," Passat",2019,14498,"Semi-Auto",11065,"Petrol",145,47.1,2
"5666"," Passat",2019,14495,"Manual",28249,"Petrol",145,45.6,1.5
"5667"," Passat",2019,14495,"Manual",28249,"Petrol",145,45.6,1.5
"5668"," Passat",2020,21998,"Semi-Auto",20,"Diesel",150,49.6,1.6
"5669"," Passat",2018,16998,"Semi-Auto",27996,"Petrol",145,55.4,1.4
"5670"," Passat",2016,10298,"Manual",56038,"Diesel",20,68.9,2
"5671"," Passat",2019,14298,"Manual",17819,"Petrol",145,47.1,1.5
"5672"," Passat",2019,14298,"Manual",18254,"Petrol",145,47.1,1.5
"5673"," Passat",2019,25998,"Semi-Auto",12,"Petrol",145,40.4,1.5
"5674"," Passat",2019,19798,"Manual",15,"Petrol",145,45.6,1.5
"5675"," Passat",2019,30498,"Semi-Auto",12,"Hybrid",135,45.6,1.4
"5676"," Passat",2019,30998,"Semi-Auto",15,"Diesel",145,48.7,2
"5677"," Passat",2015,12698,"Semi-Auto",27645,"Diesel",30,62.8,2
"5678"," Passat",2015,9498,"Manual",41120,"Diesel",20,70.6,1.6
"5679"," Passat",2015,9998,"Manual",44369,"Diesel",20,68.9,2
"5680"," Passat",2019,31498,"Semi-Auto",30,"Diesel",145,48.7,2
"5681"," Passat",2019,30498,"Semi-Auto",9,"Hybrid",135,45.6,1.4
"5682"," Passat",2019,26498,"Semi-Auto",4223,"Diesel",150,48.7,2
"5683"," Passat",2015,9998,"Manual",43382,"Diesel",20,70.6,1.6
"5684"," Passat",2016,14998,"Semi-Auto",33784,"Diesel",30,62.8,2
"5685"," Passat",2019,28998,"Semi-Auto",30,"Diesel",145,48.7,2
"5686"," Passat",2015,15498,"Manual",13148,"Diesel",20,68.9,2
"5687"," Passat",2019,19298,"Semi-Auto",10781,"Petrol",145,41.5,1.5
"5688"," Passat",2020,20998,"Semi-Auto",12,"Diesel",145,49.6,1.6
"5689"," Passat",2020,21998,"Semi-Auto",30,"Diesel",145,49.6,1.6
"5690"," Passat",2020,21998,"Semi-Auto",30,"Diesel",145,49.6,1.6
"5691"," Passat",2015,11998,"Manual",46845,"Diesel",20,68.9,2
"5692"," Passat",2015,11498,"Semi-Auto",64744,"Diesel",30,62.8,2
"5693"," Passat",2017,12498,"Manual",20555,"Diesel",20,67.3,2
"5694"," Passat",2020,20998,"Semi-Auto",10,"Diesel",145,49.6,1.6
"5695"," Passat",2020,20998,"Semi-Auto",10,"Diesel",145,49.6,1.6
"5696"," Passat",2020,21998,"Semi-Auto",10,"Diesel",145,49.6,1.6
"5697"," Passat",2020,21998,"Semi-Auto",10,"Diesel",145,49.6,1.6
"5698"," Passat",2016,10998,"Manual",48735,"Diesel",20,68.9,2
"5699"," Passat",2018,18698,"Manual",7395,"Petrol",145,56.5,1.4
"5700"," Passat",2016,9498,"Manual",49612,"Diesel",20,70.6,1.6
"5701"," Passat",2016,11798,"Manual",28941,"Diesel",20,68.9,2
"5702"," Passat",2020,20998,"Semi-Auto",11,"Diesel",145,49.6,1.6
"5703"," Passat",2019,26498,"Semi-Auto",30,"Diesel",145,54.3,2
"5704"," Passat",2019,14298,"Manual",14400,"Petrol",145,47.1,1.5
"5705"," Passat",2015,13698,"Semi-Auto",41843,"Diesel",30,61.4,2
"5706"," Passat",2015,8998,"Manual",72216,"Diesel",20,70.6,1.6
"5707"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5708"," Passat",2020,20998,"Semi-Auto",36,"Diesel",145,49.6,1.6
"5709"," Passat",2019,30998,"Semi-Auto",30,"Hybrid",135,45.6,1.4
"5710"," Passat",2019,20498,"Semi-Auto",30,"Diesel",145,49.6,1.6
"5711"," Passat",2019,21995,"Semi-Auto",15,"Diesel",145,47.1,1.6
"5712"," Passat",2019,19995,"Manual",4497,"Diesel",145,53.3,2
"5713"," Passat",2016,13698,"Manual",33781,"Diesel",20,68.9,2
"5714"," Passat",2015,8998,"Manual",76246,"Diesel",20,70.6,1.6
"5715"," Passat",2019,26498,"Semi-Auto",25,"Diesel",145,54.3,2
"5716"," Passat",2019,21498,"Semi-Auto",10,"Petrol",145,42.8,1.5
"5717"," Passat",2019,20498,"Semi-Auto",25,"Diesel",145,49.6,1.6
"5718"," Passat",2019,24498,"Manual",25,"Petrol",145,43.5,1.5
"5719"," Passat",2019,31998,"Semi-Auto",10,"Hybrid",135,43.5,1.4
"5720"," Passat",2017,16498,"Semi-Auto",22136,"Diesel",145,60.1,2
"5721"," Passat",2019,18698,"Semi-Auto",12303,"Petrol",145,41.5,1.5
"5722"," Passat",2015,9698,"Manual",59297,"Diesel",20,70.6,1.6
"5723"," Passat",2019,28950,"Semi-Auto",6200,"Diesel",145,48.7,2
"5724"," Passat",2017,14950,"Semi-Auto",30000,"Petrol",145,55.4,1.4
"5725"," Passat",2016,12498,"Manual",21919,"Diesel",20,70.6,1.6
"5726"," Passat",2014,5950,"Manual",88000,"Diesel",30,65.7,1.6
"5727"," Passat",2019,21989,"Semi-Auto",3800,"Diesel",145,49.6,1.6
"5728"," Passat",2018,14450,"Manual",31785,"Diesel",145,68.9,2
"5729"," Passat",2017,16795,"Semi-Auto",36700,"Diesel",145,61.4,2
"5730"," Passat",2017,16450,"Semi-Auto",41800,"Diesel",30,62.8,2
"5731"," Passat",2017,14689,"Manual",26664,"Diesel",20,68.9,2
"5732"," Passat",2015,10700,"Manual",36242,"Diesel",20,68.9,2
"5733"," Passat",2015,10395,"Manual",26354,"Diesel",20,68.9,2
"5734"," Passat",2015,12489,"Semi-Auto",56149,"Diesel",30,62.8,2
"5735"," Passat",2019,30498,"Semi-Auto",21,"Diesel",145,48.7,2
"5736"," Passat",2020,20998,"Semi-Auto",10,"Diesel",150,49.6,1.6
"5737"," Passat",2020,21998,"Semi-Auto",10,"Diesel",150,49.6,1.6
"5738"," Passat",2020,20998,"Semi-Auto",10,"Diesel",150,49.6,1.6
"5739"," Passat",2016,13495,"Manual",36694,"Diesel",20,67.3,1.6
"5740"," Passat",2018,17998,"Manual",9876,"Petrol",145,56.5,1.4
"5741"," Passat",2019,19298,"Semi-Auto",4410,"Petrol",145,41.5,1.5
"5742"," Passat",2015,12410,"Manual",46195,"Diesel",20,68.9,2
"5743"," Passat",2018,16985,"Semi-Auto",59000,"Diesel",145,62.8,2
"5744"," Passat",2015,10798,"Semi-Auto",83283,"Diesel",125,60.1,2
"5745"," Passat",2015,11498,"Manual",34715,"Diesel",20,68.9,2
"5746"," Passat",2016,10998,"Manual",45208,"Diesel",20,68.9,2
"5747"," Passat",2016,14798,"Semi-Auto",33485,"Diesel",30,61.4,2
"5748"," Passat",2017,20698,"Semi-Auto",34898,"Hybrid",0,166,1.4
"5749"," Passat",2017,19698,"Semi-Auto",25088,"Hybrid",0,166,1.4
"5750"," Passat",2015,8070,"Manual",59591,"Diesel",20,68.9,2
"5751"," Passat",2019,15995,"Semi-Auto",11595,"Diesel",150,54.3,2
"5752"," Passat",2016,11150,"Manual",42828,"Diesel",20,68.9,2
"5753"," Passat",2017,16380,"Semi-Auto",29221,"Diesel",145,62.8,2
"5754"," Passat",2018,15485,"Semi-Auto",32007,"Diesel",145,62.8,2
"5755"," Passat",2017,15698,"Semi-Auto",28253,"Diesel",145,62.8,2
"5756"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5757"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5758"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5759"," Passat",2020,20998,"Semi-Auto",20,"Diesel",145,49.6,1.6
"5760"," Passat",2020,20998,"Semi-Auto",50,"Diesel",145,49.6,1.6
"5761"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5762"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5763"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5764"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5765"," Passat",2017,11998,"Manual",38768,"Diesel",145,70.6,1.6
"5766"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5767"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5768"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5769"," Passat",2020,20998,"Semi-Auto",15,"Diesel",145,49.6,1.6
"5770"," Passat",2019,14298,"Manual",14412,"Petrol",145,47.1,1.5
"5771"," Passat",2020,32491,"Automatic",2000,"Diesel",145,48.7,2
"5772"," Passat",2017,13250,"Manual",23100,"Diesel",20,68.9,2
"5773"," Passat",2019,26950,"Automatic",12000,"Diesel",145,48.7,2
"5774"," Passat",2017,17950,"Semi-Auto",58000,"Hybrid",0,166,1.4
"5775"," Passat",2016,12995,"Manual",34991,"Diesel",20,67.3,1.6
"5776"," Passat",2017,14995,"Semi-Auto",38418,"Diesel",30,62.8,2
"5777"," Passat",2016,10295,"Manual",56449,"Diesel",20,68.9,2
"5778"," Passat",2018,12995,"Manual",31276,"Diesel",145,70.6,1.6
"5779"," Passat",2018,15985,"Semi-Auto",24786,"Diesel",145,62.8,2
"5780"," Passat",2017,23995,"Automatic",36328,"Hybrid",135,166,1.4
"5781"," Passat",2018,15985,"Semi-Auto",24786,"Diesel",145,62.8,2
"5782"," Passat",2015,8590,"Manual",62459,"Diesel",20,70.6,1.6
"5783"," Passat",2016,12495,"Manual",46485,"Diesel",20,68.9,2
"5784"," Passat",2017,12995,"Semi-Auto",43154,"Diesel",30,62.8,2
"5785"," Passat",2019,29995,"Automatic",9999,"Diesel",145,48.7,2
"5786"," Passat",2019,15995,"Manual",14774,"Diesel",145,53.3,2
"5787"," Passat",2019,24391,"Automatic",4919,"Petrol",145,39.2,1.5
"5788"," Passat",2020,27095,"Semi-Auto",99,"Diesel",145,47.9,2
"5789"," Passat",2017,12495,"Manual",44296,"Diesel",145,70.6,1.6
"5790"," Passat",2019,24995,"Automatic",11224,"Diesel",145,49.6,2
"5791"," Passat",2016,11995,"Manual",51204,"Diesel",20,68.9,1.6
"5792"," Passat",2016,12995,"Manual",40246,"Diesel",20,67.3,2
"5793"," Passat",2015,13795,"Manual",34646,"Diesel",20,68.9,2
"5794"," Passat",2017,15995,"Manual",33691,"Diesel",20,67.3,2
"5795"," Passat",2015,8400,"Manual",81148,"Diesel",20,68.9,2
"5796"," Passat",2018,20395,"Semi-Auto",7048,"Petrol",145,48.7,1.8
"5797"," Passat",2015,11995,"Automatic",29008,"Diesel",20,70.6,1.6
"5798"," Passat",2015,11995,"Semi-Auto",29008,"Diesel",20,70.6,1.6
"5799"," Passat",2019,16495,"Manual",16728,"Diesel",145,54.3,2
"5800"," Passat",2016,15298,"Manual",28450,"Diesel",20,67.3,2
"5801"," Passat",2015,10490,"Manual",49959,"Diesel",20,68.9,1.6
"5802"," Passat",2017,12498,"Manual",26418,"Diesel",20,70.6,1.6
"5803"," Passat",2017,15999,"Semi-Auto",14510,"Diesel",150,60.1,2
"5804"," Passat",2015,9995,"Manual",63549,"Diesel",20,68.9,1.6
"5805"," Passat",2017,13995,"Manual",21457,"Diesel",20,68.9,2
"5806"," Passat",2014,8190,"Manual",60000,"Diesel",30,61.4,2
"5807"," Passat",2017,16495,"Semi-Auto",37655,"Diesel",125,60.1,2
"5808"," Passat",2016,15995,"Manual",46780,"Diesel",125,54.3,2
"5809"," Passat",2019,18995,"Semi-Auto",13466,"Diesel",150,51.4,2
"5810"," Passat",2019,21995,"Semi-Auto",15210,"Diesel",145,49.6,2
"5811"," Passat",2020,27999,"Semi-Auto",489,"Diesel",145,52.3,2
"5812"," Passat",2015,13299,"Manual",14725,"Diesel",20,67.3,2
"5813"," Passat",2015,9500,"Manual",46501,"Diesel",20,70.6,1.6
"5814"," Passat",2015,10771,"Semi-Auto",42161,"Diesel",30,60.1,2
"5815"," Passat",2016,14995,"Manual",20245,"Diesel",20,68.9,2
"5816"," Passat",2016,13495,"Semi-Auto",70200,"Diesel",30,61.4,2
"5817"," Passat",2013,7995,"Semi-Auto",64012,"Diesel",150,54.3,2
"5818"," Passat",2019,22765,"Manual",3088,"Petrol",145,43.5,1.5
"5819"," Passat",2020,32965,"Semi-Auto",7082,"Diesel",145,37.2,2
"5820"," Passat",2019,19050,"Manual",9709,"Petrol",145,45.6,1.5
"5821"," Passat",2020,21465,"Semi-Auto",100,"Diesel",150,49.6,1.6
"5822"," Passat",2019,23999,"Manual",4250,"Petrol",145,43.5,1.5
"5823"," Passat",2017,15999,"Semi-Auto",30339,"Diesel",150,62.8,2
"5824"," Passat",2016,12899,"Manual",48664,"Diesel",20,70.6,1.6
"5825"," Passat",2019,21999,"Manual",71,"Petrol",145,45.6,1.5
"5826"," Passat",2019,25499,"Semi-Auto",3501,"Diesel",145,49.6,2
"5827"," Passat",2019,24499,"Manual",2501,"Petrol",145,43.5,1.5
"5828"," Passat",2017,13995,"Manual",6000,"Diesel",145,68.9,2
"5829"," Passat",2016,17499,"Semi-Auto",31037,"Diesel",145,53.3,2
"5830"," Passat",2019,25995,"Semi-Auto",5223,"Diesel",145,47.9,2
"5831"," Passat",2019,18499,"Semi-Auto",9907,"Diesel",145,53.3,2
"5832"," Passat",2019,23999,"Manual",6000,"Petrol",145,45.6,1.5
"5833"," Passat",2015,13995,"Semi-Auto",27200,"Diesel",30,62.8,2
"5834"," Passat",2019,24999,"Automatic",6000,"Diesel",145,49.6,2
"5835"," Passat",2015,11295,"Manual",37701,"Diesel",20,68.9,1.6
"5836"," Passat",2018,18900,"Manual",18000,"Diesel",145,68.9,2
"5837"," Passat",2019,34900,"Automatic",1200,"Petrol",145,33.2,2
"5838"," Passat",2017,23695,"Semi-Auto",25885,"Hybrid",135,166,1.4
"5839"," Passat",2016,12695,"Manual",35436,"Diesel",20,67.3,2
"5840"," Passat",2019,27985,"Semi-Auto",4355,"Hybrid",135,41.5,1.4
"5841"," Passat",2019,28999,"Automatic",1602,"Diesel",145,48.7,2
"5842"," Passat",2019,28199,"Semi-Auto",3000,"Diesel",145,44.1,2
"5843"," Passat",2015,11995,"Manual",31089,"Diesel",20,68.9,1.6
"5844"," Passat",2018,16991,"Semi-Auto",14848,"Diesel",145,68.9,1.6
"5845"," Passat",2017,14490,"Manual",11962,"Diesel",150,68.9,2
"5846"," Passat",2015,9999,"Manual",82220,"Diesel",20,67.3,2
"5847"," Passat",2017,13699,"Semi-Auto",44655,"Diesel",30,62.8,2
"5848"," Passat",2015,11999,"Semi-Auto",21162,"Diesel",30,62.8,2
"5849"," Passat",2016,11995,"Manual",51241,"Diesel",20,68.9,2
"5850"," Passat",2016,11298,"Manual",81443,"Diesel",20,67.3,1.6
"5851"," Passat",2017,14498,"Semi-Auto",87749,"Hybrid",0,166,1.4
"5852"," Passat",2019,20450,"Semi-Auto",12230,"Diesel",150,49.6,2
"5853"," Passat",2016,12950,"Manual",29473,"Diesel",20,67.3,2
"5854"," Passat",2019,16495,"Manual",14743,"Diesel",145,54.3,2
"5855"," Passat",2019,19995,"Manual",8035,"Petrol",145,45.6,1.5
"5856"," Passat",2019,28995,"Semi-Auto",1614,"Hybrid",135,43.5,1.4
"5857"," Passat",2019,25995,"Semi-Auto",7852,"Diesel",145,48.7,2
"5858"," Passat",2015,9498,"Manual",60358,"Diesel",20,68.9,2
"5859"," Passat",2016,11298,"Manual",35123,"Diesel",20,70.6,1.6
"5860"," Passat",2014,9491,"Manual",31619,"Diesel",30,61.4,2
"5861"," Passat",2019,26990,"Automatic",3987,"Petrol",145,35.8,2
"5862"," Passat",2016,16866,"Semi-Auto",12299,"Diesel",125,60.1,2
"5863"," Passat",2019,21450,"Manual",3250,"Petrol",145,45.6,1.5
"5864"," Passat",2020,38000,"Semi-Auto",2000,"Hybrid",135,43.5,1.4
"5865"," Passat",2020,23000,"Manual",2000,"Petrol",145,45.6,1.5
"5866"," Passat",2019,32000,"Semi-Auto",5512,"Hybrid",135,41.5,1.4
"5867"," Passat",2019,16346,"Semi-Auto",18040,"Diesel",145,53.3,2
"5868"," Passat",2017,15250,"Semi-Auto",11493,"Petrol",145,55.4,1.4
"5869"," Passat",2020,28000,"Manual",709,"Diesel",145,55.4,2
"5870"," Passat",2016,11720,"Semi-Auto",59913,"Diesel",30,61.1,2
"5871"," Passat",2019,22916,"Semi-Auto",10446,"Petrol",145,39.2,1.5
"5872"," Passat",2017,13981,"Semi-Auto",37607,"Diesel",150,62.8,2
"5873"," Passat",2019,17295,"Manual",15065,"Diesel",145,51.4,2
"5874"," Passat",2019,27990,"Automatic",3068,"Diesel",145,48.7,2
"5875"," Passat",2016,10995,"Semi-Auto",64529,"Diesel",30,62.8,2
"5876"," Passat",2019,23495,"Manual",6997,"Petrol",145,45.6,1.5
"5877"," Passat",2017,17950,"Semi-Auto",14687,"Diesel",30,62.8,2
"5878"," Passat",2018,16498,"Semi-Auto",7929,"Petrol",145,42.2,1.5
"5879"," Passat",2020,36500,"Semi-Auto",1026,"Hybrid",135,43.5,1.4
"5880"," Passat",2019,21400,"Semi-Auto",1842,"Diesel",145,55.4,2
"5881"," Passat",2016,9881,"Manual",58603,"Diesel",20,68.9,1.6
"5882"," Passat",2019,26000,"Semi-Auto",7809,"Hybrid",135,43.5,1.4
"5883"," Passat",2020,37000,"Semi-Auto",4000,"Hybrid",135,41.5,1.4
"5884"," Passat",2019,16812,"Manual",19033,"Diesel",145,51.4,2
"5885"," Passat",2019,19750,"Manual",4116,"Petrol",145,45.6,1.5
"5886"," Passat",2016,15911,"Manual",46664,"Diesel",125,54.3,2
"5887"," Passat",2017,18782,"Manual",7385,"Diesel",145,68.9,2
"5888"," Passat",2019,21388,"Manual",6117,"Petrol",145,45.6,1.5
"5889"," Passat",2019,20056,"Manual",8778,"Diesel",145,51.4,2
"5890"," Passat",2016,12498,"Manual",14225,"Diesel",20,70.6,1.6
"5891"," Passat",2019,24647,"Automatic",9386,"Diesel",145,54.3,2
"5892"," Passat",2017,14398,"Manual",45145,"Diesel",20,67.3,2
"5893"," Passat",2018,18046,"Semi-Auto",4841,"Petrol",145,55.4,1.4
"5894"," Passat",2018,22972,"Semi-Auto",56955,"Hybrid",135,166,1.4
"5895"," Passat",2019,17584,"Manual",13357,"Diesel",145,51.4,2
"5896"," Passat",2019,17584,"Manual",13353,"Diesel",145,51.4,2
"5897"," Passat",2015,10995,"Manual",45850,"Diesel",20,68.9,2
"5898"," Passat",2019,34995,"Semi-Auto",4000,"Diesel",145,37.2,2
"5899"," Passat",2017,16995,"Manual",27437,"Diesel",145,68.9,2
"5900"," Passat",2017,10800,"Manual",57760,"Diesel",145,68.9,2
"5901"," Passat",2019,22490,"Semi-Auto",10,"Diesel",145,47.1,1.6
"5902"," Passat",2019,27499,"Manual",2117,"Petrol",145,42.8,1.5
"5903"," Passat",2019,19762,"Semi-Auto",14414,"Petrol",145,41.5,1.5
"5904"," Passat",2020,29990,"Semi-Auto",1055,"Diesel",145,52.3,2
"5905"," Passat",2018,19332,"Semi-Auto",16799,"Diesel",145,62.8,2
"5906"," Passat",2019,26169,"Automatic",9690,"Diesel",145,48.7,2
"5907"," Passat",2016,14495,"Semi-Auto",42767,"Diesel",125,60.1,2
"5908"," Passat",2019,17404,"Manual",14934,"Diesel",145,51.4,2
"5909"," Passat",2019,25590,"Manual",3250,"Diesel",145,57.7,2
"5910"," Passat",2019,16775,"Semi-Auto",13340,"Diesel",145,53.3,2
"5911"," Passat",2017,14242,"Semi-Auto",33533,"Diesel",30,62.8,2
"5912"," Passat",2019,20495,"Semi-Auto",12238,"Diesel",150,49.6,2
"5913"," Passat",2019,16795,"Manual",15435,"Diesel",150,51.4,2
"5914"," Passat",2020,30990,"Semi-Auto",4765,"Diesel",145,48.7,2
